Inf,Name,Position,Age,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,CA,PA
Yth,Ben Nink,D (C),15,2,7,8,5,8,3,10,6,7,11,10,6,11,8,11,8,11,8,9,8,13,7,10,7,11,11,9,11,10,10,11,11,12,11,9,10,70,113
,Rafa García,D (C)/ DM,37,9,9,8,4,9,8,11,9,4,10,11,5,4,9,12,11,15,12,12,11,6,9,12,9,13,17,11,14,8,9,9,10,12,8,7,11,82,85
,Josh Heard,M (L)/ AM (RL),28,8,9,10,11,11,8,10,9,3,10,11,8,9,10,11,10,7,10,9,12,7,8,11,10,10,11,10,12,12,11,11,8,10,13,11,11,94,95
,Kaya Tshaka,D (C)/ DM,19,1,5,3,1,11,4,7,5,2,7,10,1,13,6,12,6,7,7,9,13,16,5,9,5,5,6,8,10,13,12,6,7,14,8,6,4,50,110
Yth,Hayden Carson,D (LC),17,3,8,4,2,6,1,8,4,4,7,5,1,4,5,13,7,7,5,5,12,5,5,2,2,8,5,4,5,13,13,5,11,15,13,6,3,45,91
Yth,Mo Diomandé,D (RC),17,3,7,2,1,8,1,8,1,1,13,7,2,9,6,12,9,8,5,7,7,7,5,4,6,9,6,2,7,12,9,7,10,11,12,12,6,50,83
Yth,Testimony Igbinoghene,D/M (L),17,6,9,5,1,11,3,4,3,1,3,6,1,3,6,8,5,6,5,3,10,9,5,4,4,2,5,3,6,13,12,5,5,6,12,7,3,45,95
FrA,Derek Ure,DM/ M (C),38,7,10,6,7,8,7,4,3,3,1,4,12,7,5,4,8,7,8,7,5,15,4,5,8,1,14,8,14,12,14,7,7,6,11,12,7,45,55
Yth,Lucas Scicluna,DM/ M (C),17,6,3,5,3,7,6,6,6,1,5,10,2,10,8,6,5,7,7,5,14,5,5,3,7,6,7,9,11,14,11,3,9,13,14,7,4,55,85
Yth,Ryan Donnelly,M/AM (R)/ ST (C),16,5,8,10,10,12,4,7,6,5,5,9,3,6,10,9,6,6,4,4,8,13,10,3,12,1,6,7,7,8,11,6,4,10,13,8,4,55,110
FrA,Chris Hellmann,AM (L)/ ST (C),30,9,9,9,10,9,6,8,7,6,7,9,3,7,10,6,9,12,11,9,7,6,10,10,9,6,12,8,13,13,10,12,11,12,13,10,12,88,91
Yth,Liam Woods,M/AM (C),18,4,2,6,5,10,4,4,4,1,5,6,2,5,9,12,5,6,6,4,12,11,9,3,6,6,6,13,10,12,8,5,8,18,11,5,3,45,86
Yth,Chè Reilly,ST (C),18,1,3,7,12,8,6,8,3,1,5,7,5,5,7,5,7,4,10,3,8,12,11,7,9,6,7,5,12,14,11,14,6,12,11,7,3,50,71
,Diego Espejo,D (C),20,7,5,6,6,7,2,11,5,8,12,12,4,12,10,13,11,11,12,11,11,20,5,10,7,11,10,6,12,11,9,11,12,13,11,12,10,93,99
,Joe Thomas,D/WB (R),21,6,11,10,10,11,4,4,7,8,11,9,5,11,9,14,8,12,7,12,10,10,5,1,10,10,15,9,15,9,8,8,14,9,12,13,10,75,93
,José Herrera,D (C),20,5,2,4,6,9,6,15,3,1,15,6,1,14,7,12,11,10,9,10,11,5,5,10,7,10,8,1,9,11,11,7,8,6,12,6,9,88,106
Yth,Luke Bell,D (C),17,3,6,6,4,9,2,10,6,2,10,10,3,10,9,15,8,9,8,6,9,7,5,3,4,10,8,8,9,9,10,4,15,10,9,8,8,64,117
,Tony Yogane,M/AM (R),17,7,9,10,8,8,5,5,8,3,2,8,8,4,9,7,8,8,9,9,8,9,10,3,9,6,11,8,12,12,11,9,8,10,12,8,6,65,109
,David Hutton,GK,38,4,3,3,1,9,5,3,3,3,3,10,3,1,8,11,11,14,9,9,10,14,7,9,3,9,10,9,10,10,11,8,10,12,9,11,9,80,80
,Steven Mackay,M/AM (C)/ ST (C),42,7,7,6,4,7,14,4,4,4,5,8,3,6,9,10,9,7,9,9,6,12,8,15,9,6,6,8,8,11,9,9,9,12,11,7,6,50,95
,Ervin Vaca,M/AM (C),19,8,5,10,12,15,6,7,10,5,7,12,5,10,15,14,10,9,11,10,10,15,13,3,9,10,9,9,11,11,14,9,11,9,12,7,6,85,102
,Tom Booth,GK,18,1,1,3,1,3,6,3,3,1,3,9,3,3,6,12,12,11,10,12,12,12,1,10,1,11,13,9,18,8,10,10,14,14,10,13,8,84,108
,Adri González,ST (C),19,5,5,10,9,14,7,8,10,2,6,10,3,8,9,15,10,11,7,7,10,17,7,11,10,8,14,10,13,7,8,15,9,13,9,9,5,70,87
,Bayley Klimionek,D (LC),17,3,7,3,1,8,2,8,4,1,8,7,2,14,7,15,4,9,6,5,14,5,5,2,6,7,6,7,8,8,10,8,12,11,7,4,5,50,85
,Daniel Pike,D/WB (R),21,8,11,10,5,9,6,8,9,6,10,9,5,11,10,11,10,12,10,8,9,12,9,7,9,10,12,9,12,12,10,10,9,10,12,12,8,78,110
,Mick Dunlop,D (C),40,1,2,7,2,7,3,13,3,7,10,5,4,10,7,6,7,14,10,11,6,10,5,15,5,11,13,5,13,6,4,7,13,12,6,10,9,50,70
Wnt,Bright Amoateng,ST (C),20,9,8,10,11,11,9,9,9,6,7,10,9,7,10,9,10,10,11,11,10,12,8,6,10,11,11,10,11,11,10,10,8,9,11,10,11,65,88
,Matthew Tweedley,DM/ M (C),19,5,6,6,6,9,9,8,7,7,5,9,4,6,6,7,8,8,7,9,7,12,8,8,9,8,9,9,9,8,9,8,6,8,9,9,9,40,103
,Lamine Toure,D (C),19,5,5,4,6,9,7,10,5,7,10,7,4,10,10,9,9,8,10,9,9,13,7,8,10,8,10,9,10,9,10,9,7,9,9,10,9,45,91
FrA,Jack Thompson,D (R),19,4,5,5,4,9,9,10,6,7,9,8,6,10,9,7,9,7,9,10,8,7,6,7,7,9,9,9,10,8,9,10,9,9,9,10,9,45,85
,Ellis Litherland,GK,19,2,1,2,3,9,7,1,1,3,1,6,3,3,4,7,8,9,7,9,7,12,4,6,7,9,7,8,9,6,7,8,9,8,9,9,8,40,90
Wnt,Mitchell Henry,AM (RL),19,6,7,7,9,7,6,7,7,4,4,6,6,4,8,8,9,8,7,9,6,13,7,6,6,7,8,8,9,13,9,9,5,9,13,12,8,64,99
FrA,Joe Brown,D (L),19,5,5,5,4,9,9,9,5,9,10,8,5,10,10,8,10,8,10,9,9,11,8,9,8,10,9,9,10,8,9,8,10,8,8,9,9,45,70
,Scott Forrester,D (RLC),27,5,8,2,3,8,1,6,1,1,14,8,2,8,9,15,8,7,8,11,14,13,5,1,4,6,7,3,7,8,11,7,9,12,10,8,7,50,70
Wnt,Josh Thomas,ST (C),20,6,8,12,13,10,9,7,9,6,7,9,11,5,11,16,12,15,10,10,9,14,16,6,11,7,9,8,15,14,12,13,8,12,13,11,10,90,120
Yth,Jack McDowell,D (C),17,1,1,2,3,7,1,12,1,1,10,6,2,13,4,5,3,8,6,3,13,12,5,11,3,8,5,2,6,13,9,6,7,5,12,9,6,50,72
Wnt,Derek Lyle,ST (C),42,3,4,8,10,9,5,12,7,4,5,9,16,5,8,7,11,14,8,7,9,12,7,13,7,12,11,10,10,6,11,6,8,10,6,11,11,55,90
Yth,Alex Hammond,GK,17,4,1,3,2,4,5,1,3,1,1,7,3,2,1,9,3,10,5,5,12,15,2,5,1,6,6,5,5,13,15,6,9,13,13,5,3,50,85
Yth,Archie Duerden,D (C),17,1,3,1,1,2,1,12,1,2,2,4,1,6,3,14,6,6,4,6,12,4,5,8,1,12,3,3,4,10,12,4,12,9,11,7,5,45,86
Yth,Charlie Pavey,M (R)/ AM (RLC),17,6,8,12,9,12,6,3,9,5,3,10,6,7,7,12,8,5,12,7,10,5,12,1,10,7,8,9,9,7,14,8,4,15,10,7,4,50,87
Yth,Wisdom Mike,AM (RL),14,6,10,13,11,13,6,6,7,6,3,8,4,7,13,9,6,6,4,7,7,17,13,11,9,4,7,10,12,7,13,7,13,14,12,8,6,72,177
FrA,Freddy Eastwood,AM (C),21,5,5,7,9,9,6,6,7,3,7,6,2,5,7,12,8,6,9,8,7,16,7,12,9,6,9,7,14,10,9,8,7,14,11,10,9,48,56
Loa,Adian Manning,M/AM (C),19,9,10,11,10,12,10,6,9,4,7,13,8,9,13,9,10,8,13,11,11,11,9,4,11,8,10,11,10,10,10,11,6,11,10,11,9,85,113
,Alfie Marriott,GK,19,4,3,3,3,1,8,1,3,3,3,11,3,1,1,6,7,9,3,11,12,9,3,10,1,8,6,3,5,10,11,6,13,13,9,4,5,55,92
Trn,Finlay Gorman,AM (RC),14,7,9,9,13,13,7,7,7,6,4,7,9,6,11,12,5,8,8,3,6,15,10,5,6,5,6,14,11,8,13,8,8,13,13,11,6,73,170
Yth,Dylan Mitchell,DM/ M (C),17,5,4,3,6,9,9,5,7,1,8,8,2,6,8,14,6,8,3,7,13,18,5,10,3,8,7,12,11,13,10,6,4,13,8,6,4,50,85
Yth,Sam Lewis,GK,17,1,2,1,3,1,2,1,2,2,3,7,3,3,2,13,4,8,5,7,10,6,2,4,2,6,5,4,4,10,8,3,15,13,9,1,7,50,84
Yth,Nile Timson,D (C)/ DM,17,3,3,6,3,6,6,14,4,2,10,8,2,13,2,10,4,8,7,7,8,12,5,1,6,13,6,6,8,11,11,7,9,15,8,6,5,50,83
Yth,Abube Onuchukwu,DM/ M (C),17,6,5,6,3,12,5,5,6,1,9,12,1,9,9,13,5,7,7,3,13,12,5,9,4,7,7,9,12,7,9,7,4,15,10,7,3,50,90
Yth,Ross Mason,GK,17,2,2,2,3,8,4,1,3,3,3,8,2,1,3,12,6,5,7,8,5,7,2,4,2,5,7,4,6,8,9,7,9,5,8,4,8,44,80
Yth,Ollie Phillips,GK,17,1,1,1,3,3,5,1,1,2,3,3,2,1,4,9,5,6,5,10,9,13,3,8,2,8,5,4,4,6,13,3,6,16,6,1,2,40,41
Yth,Charlie White,D (LC),17,4,7,4,6,6,3,7,1,6,7,10,4,13,8,15,6,8,7,8,5,10,5,7,4,13,7,6,7,8,8,7,7,10,8,6,7,41,59
Wnt,Jevon Mills,D (C),19,6,6,7,6,8,6,11,6,6,11,10,7,12,7,10,10,9,10,10,9,9,6,6,7,12,11,9,13,9,8,10,12,11,9,10,9,74,98
,Ji Stevenson,M (RL)/ AM (RLC)/ ST (C),17,7,8,6,8,7,7,5,4,7,7,11,4,8,9,6,6,6,10,7,9,14,11,5,7,6,7,7,13,10,7,8,8,13,9,12,9,54,70
,Tiernan Brooks,GK,21,2,2,2,3,9,6,4,2,2,1,10,4,3,9,12,9,10,11,9,10,5,2,14,3,10,10,9,9,7,11,10,11,12,9,12,9,78,119
,Asier,ST (C),17,3,6,13,13,12,5,13,7,1,6,4,5,1,9,11,12,8,6,5,8,3,10,8,13,4,6,7,7,13,13,7,8,9,13,7,5,70,81
Wnt,Bobby Jones,GK,21,3,1,3,2,3,6,1,3,1,1,7,3,2,3,9,5,5,6,13,13,14,3,9,2,10,4,5,5,7,10,6,9,12,7,2,2,65,79
,Alan Robertson,D (C),29,2,4,7,6,10,3,12,3,3,13,11,3,12,10,12,10,10,10,11,11,4,5,13,7,12,10,11,10,9,8,8,10,11,9,10,11,85,110
Wnt,Steven Bessent,GK,18,2,2,3,1,1,6,1,1,3,2,4,3,3,1,5,7,11,3,9,12,15,2,2,3,3,5,4,4,9,14,5,10,12,9,1,3,50,85
,Luke Summerfield,DM/ M (C),35,8,9,7,5,10,13,7,9,5,11,12,11,12,11,7,8,9,10,10,9,11,9,12,10,9,11,10,11,9,12,9,8,13,9,13,9,77,90
,Jayden Davis,M (R)/ AM (RLC),21,10,9,11,8,8,9,7,9,4,8,11,9,7,10,9,8,8,9,7,8,10,13,5,8,6,9,8,8,12,12,13,8,11,13,9,8,74,80
FrA,Callum McNally,D/WB (R),18,3,10,1,4,6,2,7,6,4,7,8,1,13,6,14,7,8,6,7,9,14,5,11,6,8,7,6,7,14,9,7,10,11,12,7,5,50,72
Wnt,Cain Sykes,D (RC)/ DM/ M (C),20,8,10,9,9,12,7,11,7,12,12,11,5,10,12,10,11,9,10,10,10,9,9,10,11,11,10,8,10,11,11,10,9,12,10,10,10,87,123
,Isaac Fletcher,M/AM (C),21,7,9,9,9,10,11,11,8,6,8,11,7,9,10,7,10,9,10,10,10,4,9,9,10,10,10,11,11,10,8,9,11,10,9,10,11,76,111
Wnt,Abdullah Javaid,M/AM (R),18,6,8,10,9,11,6,4,7,6,5,9,4,6,10,14,5,3,8,6,11,10,9,3,8,2,7,7,8,13,9,3,4,17,11,9,3,50,82
,Daryl Healy,ST (C),26,6,3,8,8,9,6,7,6,2,6,7,6,6,8,15,11,10,8,7,11,4,7,8,8,6,6,4,8,8,8,14,9,12,7,8,13,50,70
,Ciaran Thompson,D (C),18,6,6,1,5,10,4,9,7,7,9,14,1,12,10,15,7,9,8,7,9,12,5,11,7,9,7,8,8,9,9,8,13,15,9,4,4,50,87
,Jan Quiles,M/AM (C),17,10,9,11,9,11,10,6,9,6,5,10,9,7,12,8,9,9,9,8,9,12,14,7,11,6,10,11,8,11,12,11,8,14,9,8,7,70,106
,Tomàs Marqués,M (C),16,9,7,9,10,11,8,8,9,5,7,11,8,8,12,11,8,9,8,7,9,12,11,7,11,9,11,10,10,11,12,11,8,14,10,9,7,70,128
Wnt,Beau Beresford,D/WB (L),18,6,11,3,5,5,3,5,6,6,4,7,3,10,7,8,7,9,6,8,9,7,5,4,5,10,8,8,8,11,15,8,5,12,13,8,2,50,74
Loa,James Holden,GK,21,2,3,3,1,1,7,2,2,2,3,6,3,1,6,6,10,11,8,8,15,11,1,10,2,11,9,4,7,10,7,9,14,14,10,2,12,76,95
,Lucas Williamson,D/WB (L),20,8,10,9,5,8,6,7,7,7,9,8,5,9,8,7,9,8,9,9,8,11,4,6,9,10,9,8,9,9,9,8,8,10,10,9,7,50,100
Wnt,Liam Chrystal,ST (C),19,2,1,10,9,6,5,10,5,1,4,6,6,2,9,13,8,5,9,6,6,6,9,1,12,5,5,6,6,13,12,2,13,13,13,7,4,50,68
,Conor Power,D (C),21,4,1,4,5,4,5,11,1,1,10,6,1,9,5,5,7,8,6,8,13,17,5,10,5,13,5,1,6,6,6,6,5,12,6,5,7,50,57
,Tyrell Sellars-Fleming,AM (L)/ ST (C),18,8,9,9,10,8,8,10,8,3,8,8,8,5,12,9,9,8,9,7,14,6,10,4,10,7,10,8,11,12,14,7,10,13,11,10,6,72,91
Inj,Jack Stafford,D (LC),21,4,7,6,3,8,1,10,5,2,13,7,3,12,8,8,4,8,7,5,14,3,5,4,6,7,7,6,7,13,10,8,9,12,10,7,8,65,84
Yth,Alfie Mansell,GK,16,4,1,3,1,1,8,1,3,1,3,8,2,3,2,15,4,12,4,10,11,8,3,3,3,9,5,4,4,11,12,3,6,12,10,1,5,50,95
Yth,Matthew Hayden,D (R),16,4,10,1,3,9,2,7,4,2,7,7,6,13,6,13,4,8,3,7,12,12,6,11,1,5,7,6,7,14,12,3,7,14,13,6,4,50,81
,Keir Burt,GK,18,1,3,1,2,1,6,1,3,1,1,7,1,2,1,7,4,8,4,7,10,10,3,3,2,4,6,5,5,6,13,6,7,13,7,1,2,48,77
,Martí Riera,M/AM (C),21,6,5,11,8,12,3,7,7,1,4,11,4,7,7,13,4,7,8,5,13,4,8,14,8,8,7,12,8,13,13,7,6,12,13,6,4,70,95
,Ben Parkinson,M/AM (R),18,7,10,11,7,13,3,6,6,5,5,7,3,3,13,5,3,4,5,6,11,15,13,11,6,2,6,7,7,12,8,6,7,11,12,4,4,50,87
,Ben McCrystal,M (L)/ ST (C),17,4,7,10,11,8,6,6,6,8,8,9,2,9,7,12,9,11,8,6,5,5,9,12,9,3,10,6,8,9,6,9,8,15,8,8,9,50,95
,Jack Chesser,DM/ M (C),21,5,5,3,5,13,5,5,6,1,7,10,1,9,13,14,5,7,5,6,7,6,5,2,7,6,7,8,10,13,11,6,6,13,11,5,1,50,78
Loa,Finlay Shearer,ST (C),18,3,3,7,13,13,3,6,2,1,2,3,9,1,8,10,8,5,10,1,9,12,12,5,7,2,4,3,9,12,10,3,8,15,10,11,2,48,57
,Carlos Alemán,D/WB (R),18,7,10,6,3,7,5,8,4,1,9,9,4,10,5,7,7,9,6,10,12,2,5,11,7,8,8,8,8,14,10,8,8,12,12,8,5,70,98
,Marley Sweenie-Rowe,D (LC)/ WB (L),18,4,7,4,4,11,1,8,2,7,8,7,5,13,9,15,8,11,7,8,12,8,5,7,5,7,8,8,7,8,10,8,8,6,7,6,7,59,73
Yth,Anthony Pinto,AM (R),17,4,8,7,9,10,2,1,3,2,2,10,3,3,7,7,2,2,5,1,4,6,9,1,6,3,5,6,10,12,11,4,9,13,11,7,2,31,93
Yth,Jack Dallimore,GK,17,3,1,1,2,1,7,1,1,2,3,6,2,1,3,8,5,11,2,8,12,11,3,4,2,4,5,4,4,10,14,6,10,9,11,4,3,60,106
,Rory MacLeod,AM (R)/ ST (C),17,9,10,11,10,10,9,10,7,1,6,7,3,8,13,11,12,9,10,11,8,7,11,3,9,7,11,11,11,8,9,10,10,8,10,14,11,73,118
Loa,Kacper Smorgol,M/AM (C),19,6,6,7,12,11,6,4,8,1,7,11,2,4,12,5,7,7,5,5,6,16,12,1,9,8,7,10,12,13,13,7,3,9,13,13,4,77,100
Inj,Liam Ravenhill,M (C),20,7,7,8,8,11,8,7,7,5,7,12,4,10,8,14,9,7,10,9,12,12,5,10,9,8,14,8,11,11,8,15,6,14,8,14,7,74,120
,Čedomir Radić,GK,30,2,2,1,2,4,5,2,5,7,6,11,3,5,2,6,11,11,8,11,10,7,2,11,2,12,11,3,8,11,10,8,16,10,10,7,10,88,104
,Ajay Matthews,AM (C)/ ST (C),17,6,7,10,12,5,2,12,7,6,6,13,8,4,9,7,9,8,12,2,7,15,11,10,12,3,6,11,8,13,12,3,10,15,13,4,6,73,131
Yth,Charlie Lennon,AM (RLC)/ ST (C),17,5,8,9,7,10,9,6,7,5,3,9,1,6,10,8,7,1,4,4,3,5,13,11,9,5,7,6,11,13,13,3,5,11,12,6,3,66,116
,Kyle Ewing,D (C),21,4,5,5,5,11,1,9,2,1,9,10,5,12,9,12,9,9,11,8,8,6,5,6,4,11,7,8,4,7,4,8,12,13,6,8,8,50,70
,Kieran Offord,ST (C),19,3,5,12,14,13,6,9,6,5,5,7,4,4,11,13,8,4,9,7,6,12,10,11,9,7,6,6,8,13,11,13,7,13,13,14,9,80,139
nEU,Raymond Asante,AM (RLC),19,7,8,8,10,9,5,6,6,4,7,7,6,7,8,11,8,11,5,7,7,9,8,7,8,8,10,9,14,13,12,11,7,16,13,10,8,71,110
,Lasse Jetz,D (RLC),20,5,10,4,4,9,4,10,1,3,12,9,1,14,7,9,7,9,8,8,14,15,5,8,5,10,8,6,9,14,11,8,11,13,10,5,7,75,107
,Joe Ellison,D (C),17,6,3,7,3,11,4,9,6,2,6,14,4,10,9,15,7,9,12,10,10,7,5,11,7,14,6,9,10,10,10,9,10,10,10,8,5,55,93
,Connor Shields,AM (RL)/ ST (C),25,6,10,11,10,8,4,10,9,3,5,9,9,6,10,10,9,11,10,8,12,13,9,6,13,9,15,10,16,14,14,12,8,15,11,15,15,102,105
,Siren Diao,ST (C),18,5,8,11,13,11,7,11,7,7,5,10,9,5,10,6,9,10,9,9,7,5,7,7,13,7,8,9,11,14,13,12,12,10,13,10,8,87,119
,Hugo López,M (LC)/ AM (C),16,6,7,8,13,13,6,5,8,2,2,12,4,4,11,10,7,8,7,7,13,14,11,1,8,3,7,13,12,13,13,7,3,18,13,9,1,70,120
Yth,Frank Tattum,ST (C),17,7,5,8,10,9,9,9,10,8,7,10,5,1,10,10,9,9,10,9,8,8,7,5,10,9,10,9,10,12,10,10,9,9,12,9,11,78,120
Yth,Tristen Thomas,M (R)/ AM (RC),17,5,8,5,7,11,5,5,5,1,3,9,6,2,10,7,6,4,9,6,7,9,10,9,5,2,5,6,10,13,13,6,5,13,13,5,3,55,88
Yth,Yassine Touré,AM (RLC),17,5,8,7,11,13,5,5,7,5,3,4,5,6,11,12,3,3,5,6,11,13,11,1,10,4,4,6,7,13,13,6,7,11,13,4,3,65,106
,Diego Martín,M (R),19,7,11,13,9,11,8,6,9,5,8,7,7,7,8,9,11,9,10,8,12,8,11,11,9,7,9,9,9,15,10,9,8,12,13,8,6,82,106
Wnt,Marley Tavaziva,GK,18,3,1,1,1,7,6,6,2,1,3,8,1,1,7,6,8,10,9,10,8,8,4,5,4,10,11,7,11,8,11,9,13,10,8,10,9,67,99
,Liam Hall,D (C),18,1,1,1,1,6,1,6,1,1,13,5,1,13,1,5,9,8,6,7,10,18,6,3,4,13,5,5,6,9,8,6,5,12,7,3,7,50,79
Yth,Fabian Salmon,ST (C),16,3,3,8,9,6,4,10,2,1,4,5,7,1,7,13,4,4,13,5,5,9,9,8,6,3,4,1,5,13,13,5,3,14,13,3,6,45,73
,Vique Gomes,DM/ M (C),20,6,1,5,6,11,6,5,11,5,8,11,3,13,7,15,6,8,4,8,13,13,6,2,3,10,7,13,12,10,13,7,4,7,11,8,4,70,89
Yth,Marcus Hill,GK,16,2,1,1,3,1,5,1,1,3,1,8,2,3,1,7,8,6,4,7,14,5,2,1,2,8,7,6,6,5,6,7,4,14,4,5,3,50,64
Wnt,Joshua Bradley-Hurst,GK,21,4,3,3,2,8,7,7,3,3,1,9,3,1,9,5,9,10,8,9,8,8,5,8,5,8,9,8,9,8,9,8,9,8,8,9,9,55,75
,Adan George,ST (C),20,5,8,10,9,8,8,8,7,5,5,9,10,5,10,8,9,9,10,9,9,7,9,10,9,6,9,9,10,11,9,10,10,10,10,12,11,65,91
,Ross Young,M/AM (C),21,4,6,9,7,6,1,5,7,2,6,8,1,1,11,12,8,5,5,11,13,6,11,12,8,5,12,12,12,8,10,10,9,13,12,8,4,50,65
,Junior,M (C),20,8,5,5,7,14,8,4,9,5,12,15,6,8,9,8,6,7,6,9,15,17,5,1,9,6,9,13,12,13,13,9,9,14,11,7,6,82,97
,Charlie Winfield,D/WB (L)/ M (C),21,7,10,8,5,11,7,7,5,7,4,10,3,10,10,5,8,8,5,9,13,16,10,5,7,7,8,9,9,14,13,8,7,15,14,10,6,72,90
Yth,Leon Elliott,D (C),16,4,1,3,2,7,1,7,7,3,9,9,1,15,9,10,8,9,6,5,4,7,5,5,7,15,7,7,9,11,9,8,7,15,11,9,4,50,70
Yth,Joseph Khoshaba,GK,16,1,2,2,3,4,6,1,3,3,1,8,2,3,3,12,9,8,4,9,5,12,1,5,3,7,7,6,5,6,17,7,8,8,5,1,3,50,81
Wnt,Will Couch,M (C),18,4,1,3,7,13,5,5,12,1,7,11,3,6,13,15,5,1,6,6,13,5,5,4,4,4,12,3,14,11,8,13,6,7,8,11,6,53,87
Wnt,Ruairi Behan,AM (RLC),18,5,5,11,8,13,6,3,7,2,3,5,4,6,12,7,7,4,6,6,7,9,11,3,4,6,6,9,8,9,13,6,5,15,12,5,3,50,77
Yth,Freddie Cowin,D (L),15,4,8,5,3,9,1,5,5,2,10,5,4,11,6,7,7,9,6,4,14,14,5,3,3,6,8,5,11,13,9,8,4,14,9,6,7,50,81
Yth,Kaleb Dyke,D/M/AM (R),15,4,7,7,7,5,5,6,4,5,7,7,3,7,10,10,4,7,3,5,8,18,10,10,10,2,6,7,7,13,10,6,10,10,13,7,3,55,93
,Archie Procter,D (LC),21,3,5,7,5,9,7,11,4,3,11,9,7,10,8,12,9,12,9,9,9,13,5,12,4,10,12,8,15,9,8,8,11,14,10,9,8,62,72
,Zander MacKenzie,D (R)/ DM/ M (C),18,8,7,8,3,8,8,8,10,7,7,10,6,12,10,5,8,9,10,10,13,7,5,12,8,10,9,7,14,11,11,9,15,13,13,9,6,80,117
,Leon Murphy,M/AM (LC),24,10,7,12,6,10,11,5,7,6,6,7,1,3,8,7,8,12,6,6,7,9,8,4,11,6,8,6,13,11,10,7,9,7,11,13,6,55,70
,Ryan Galvin,D/WB/M (L),22,9,9,10,6,9,7,7,8,8,6,8,7,10,8,10,10,9,8,10,7,15,8,10,10,9,13,8,12,13,9,8,9,5,12,12,11,76,101
Loa,Josh Chambers,DM/ M (C),19,9,9,10,8,10,9,9,10,5,9,10,5,11,11,9,10,11,10,9,10,8,8,6,11,10,14,10,15,10,9,11,9,13,11,12,8,80,105
,Jamie Reed,ST (C),35,1,3,8,10,8,1,5,9,1,1,5,9,1,7,8,8,9,7,7,7,11,12,6,8,2,6,4,7,8,6,10,9,9,7,6,11,36,74
,Kristian Gkegka,DM/ M (C),28,6,6,3,6,8,6,5,4,4,8,7,1,7,8,15,9,12,8,8,8,5,5,5,7,8,13,7,13,11,13,7,8,15,12,9,6,50,60
Wnt,Aidan Coyne,D (C),19,4,7,3,3,10,6,11,8,2,11,10,7,16,6,11,9,9,11,10,8,8,5,11,9,9,9,4,10,11,8,10,9,12,8,7,7,60,78
,Robbie Young,ST (C),26,5,1,9,13,12,3,6,4,4,5,8,3,1,7,8,9,6,8,6,9,3,11,12,12,6,5,6,6,13,11,9,2,15,13,11,1,50,75
,Al-Amin Kazeem,D/WB (L),21,5,9,9,7,8,5,8,7,7,9,9,5,11,9,12,11,12,8,10,8,14,7,12,7,10,11,8,14,13,10,11,10,10,13,13,9,81,105
,Ryan Lockie,D (L),25,3,8,6,1,4,1,6,5,6,8,6,1,9,7,10,8,5,7,10,11,5,5,4,6,8,12,3,13,12,11,14,6,12,11,11,8,50,70
Loa,Lewis McCann,AM (L)/ ST (C),22,5,8,8,9,8,3,11,7,2,7,8,10,7,10,10,9,12,9,11,8,12,4,6,10,6,12,7,16,11,9,8,17,15,12,14,15,87,95
,Matty Todd,M/AM (C),22,6,12,11,11,11,4,8,7,10,9,12,10,11,13,8,9,12,11,11,9,13,8,7,14,11,13,8,16,13,12,10,15,16,12,15,10,104,125
Inj,Nathan Lowe,ST (C),17,10,9,11,12,11,10,7,8,9,10,7,9,4,9,8,9,7,7,8,10,16,4,10,10,6,11,10,13,15,12,15,16,15,12,8,9,82,136
,Anton Dowds,ST (C),26,5,5,6,12,11,6,10,8,2,4,8,12,5,10,12,10,14,11,11,11,9,6,9,10,4,15,10,14,13,10,12,11,8,12,10,14,88,94
Yth,Jack Rogers,M/AM (R),17,6,9,11,5,10,5,3,5,5,3,9,1,5,6,14,9,7,9,4,5,6,8,10,9,5,6,5,5,13,12,6,4,12,12,10,3,57,105
,Byron Webster,D (C),36,4,5,7,8,9,5,12,7,10,12,8,4,11,9,15,9,16,9,9,10,11,2,14,8,12,14,3,13,5,9,9,14,12,6,12,14,78,120
,Yan Gromov Godik,GK,22,3,1,1,1,6,5,1,1,1,3,7,2,3,2,6,6,9,6,11,7,6,2,3,3,8,6,5,5,7,9,6,7,14,6,5,2,50,68
,Marcus Lavery,D/WB/M (L),21,7,11,8,2,11,7,7,3,7,9,9,3,10,9,10,5,5,9,5,12,11,9,12,8,7,10,4,9,12,10,7,6,9,11,9,5,52,75
Wnt,Luca Fava,D/WB/M (L),18,5,12,9,2,5,2,8,4,6,7,4,1,11,8,11,8,7,4,8,12,7,5,3,7,8,7,6,8,14,12,4,8,13,14,6,5,60,94
,James Berry,AM (RLC),22,10,8,13,11,11,12,5,12,5,4,10,9,5,12,12,9,7,10,7,9,12,12,4,13,5,7,10,8,12,12,11,6,15,12,11,8,85,103
FrA,Yusuf-Alptug Oguz,D/WB (L),19,4,9,6,4,12,1,5,1,5,7,8,4,11,7,9,7,6,4,10,11,5,9,7,7,9,7,6,7,11,14,8,5,10,15,7,6,60,76
