Inf,Name,Media Description,Age,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,CA,PA
,Cavaghn Miley,Midfielder,28,6,7,6,5,9,6,8,6,5,11,13,6,14,10,13,11,13,9,10,12,12,6,12,9,12,14,12,15,8,9,9,8,12,8,14,13,86,90
,Zac McEachran,Attacking midfielder,27,10,13,12,9,10,8,5,11,3,6,11,11,8,10,11,8,8,11,9,10,10,7,10,11,10,12,11,15,11,9,13,11,5,11,10,8,80,105
Yth,Blaise Uwandji,Young winger,17,9,12,9,7,13,5,5,5,5,5,9,1,6,9,8,7,5,7,6,6,4,9,9,11,3,6,7,10,13,10,13,3,14,13,7,3,65,101
,Delano McCoy-Splatt,Young midfielder,18,7,7,7,9,10,7,3,10,2,7,10,5,8,9,15,8,3,8,5,9,13,6,5,10,6,13,7,14,7,8,12,14,10,7,12,5,60,120
Yth,Daniel Maher,Young centre-back,17,5,3,1,6,9,7,7,2,7,6,8,1,10,7,10,9,12,8,6,10,8,5,3,4,9,7,2,8,13,9,8,17,13,11,5,11,57,105
,Jack Butler,Young full-back,17,5,12,5,4,7,1,7,5,6,6,10,1,14,7,5,7,8,6,7,11,4,5,4,6,11,8,7,12,12,9,7,7,14,12,9,2,55,105
,Lucas Chávez,Attacking midfielder,20,8,8,11,14,14,8,10,8,3,8,11,7,6,13,8,8,7,12,9,10,9,12,1,7,4,9,14,10,14,10,9,2,14,12,9,3,95,117
,Max Hauswirth,Young full-back,19,7,10,8,3,11,5,7,5,7,9,7,4,13,8,15,8,8,9,6,11,10,11,6,6,6,8,7,9,14,11,8,6,5,13,14,6,80,114
,Jay Benn,Attacking full back,21,9,11,12,6,9,5,9,7,9,7,9,5,9,12,13,9,11,8,9,8,12,12,10,11,7,10,9,14,13,12,11,8,14,13,14,9,87,112
Yth,Odin Samuels-Smith,Young centre-back,17,4,11,4,1,7,1,7,5,1,9,9,1,10,6,9,8,10,5,2,13,2,5,9,3,9,6,6,11,13,9,6,12,10,14,8,2,60,94
Yth,Callum Bates,Young midfielder,17,6,9,7,7,12,6,6,7,4,5,8,6,10,9,8,7,5,8,9,6,9,7,6,5,6,7,9,12,14,14,6,5,10,14,11,7,60,107
,Coby Ebere,Young winger,17,6,8,8,10,8,6,8,7,6,4,11,3,6,11,9,5,6,10,5,7,17,9,8,8,6,7,5,9,13,7,9,11,12,15,7,13,75,117
,Trevon Bryan,Young full-back,18,6,9,8,1,8,6,7,1,6,3,8,1,8,8,8,6,7,5,11,14,1,6,6,4,9,7,6,8,14,13,8,4,13,11,9,7,60,99
,Jeremy Sivi,Young winger,20,9,11,12,9,9,6,9,7,4,6,8,8,4,9,11,8,9,6,8,7,9,12,8,8,6,8,7,8,12,11,9,10,10,13,12,12,80,107
,Xabier Garzón,Young attacking midfielder,20,7,9,10,10,14,7,9,6,2,6,10,2,7,10,13,8,8,8,6,7,18,9,9,9,8,8,11,9,14,14,8,3,12,14,9,3,75,109
,Unai Vélez,Defensive midfielder,21,7,7,7,6,9,5,7,9,2,11,9,7,14,13,14,13,8,9,9,11,18,5,7,8,9,8,8,12,12,10,5,7,9,10,8,6,75,104
,Álex Serradell,Young centre-back,20,1,4,3,3,5,1,10,5,3,13,3,5,12,6,11,13,7,7,8,13,4,5,10,5,13,6,2,7,7,8,7,11,12,10,12,9,75,89
,Max Cleworth,Young centre-back,20,5,8,12,6,9,5,12,5,8,9,9,1,8,9,6,14,8,12,8,11,10,8,9,8,12,11,9,14,11,12,9,13,13,11,11,9,88,100
,Iván Salguero,Young winger,18,5,9,14,10,10,7,8,3,4,6,10,5,5,9,10,9,4,10,8,11,9,11,4,8,6,8,9,9,10,11,4,16,13,14,9,6,75,101
,Nick McAllister,Full-back,22,2,6,5,3,8,2,9,2,7,13,8,3,12,5,17,9,14,6,9,8,15,5,12,3,13,12,5,15,11,12,6,14,18,14,14,12,85,87
FrA,Archie Thomas,Midfielder,23,7,5,8,6,11,7,7,14,4,6,10,6,8,8,8,9,8,8,11,7,7,5,14,8,10,9,10,6,7,8,9,7,12,8,9,11,62,75
Wnt,Kris Owens,Full-back,24,7,9,8,1,6,9,6,1,4,8,7,1,8,10,14,5,7,11,8,9,11,11,6,7,7,8,9,9,14,8,9,14,11,12,8,7,54,82
,Sam Ellis,Attacking full back,20,3,6,5,5,11,3,8,7,9,8,8,7,14,8,15,6,8,6,9,7,10,5,8,7,8,8,8,8,13,12,8,3,14,15,8,6,56,70
Yth,David Modupe,Young centre-back,16,2,2,1,3,6,1,6,4,1,8,6,1,13,5,6,5,8,5,7,13,1,5,4,2,8,5,5,6,13,13,6,11,11,12,4,7,60,112
Lst,Tim Siedschlag,Veteran attacking midfielder,35,10,10,9,7,9,11,7,10,9,9,9,8,8,9,9,11,9,10,10,12,11,10,15,9,9,12,9,11,10,9,8,7,12,8,11,8,80,86
,Alex Mendes,Full-back,22,5,10,5,4,10,3,13,7,4,9,8,5,9,9,8,8,10,4,8,15,15,5,3,6,11,9,9,9,14,14,9,10,15,10,10,7,80,105
Yth,Kerr Robertson,Young midfielder,17,2,6,6,5,13,6,7,13,2,7,10,1,13,9,9,6,4,6,8,13,3,5,11,5,5,8,10,12,6,10,8,9,13,10,8,5,50,77
Yth,Amarn Robinson,Young striker,16,6,4,8,14,12,5,14,7,4,2,7,7,2,11,6,6,6,8,3,11,16,10,10,14,7,6,2,7,9,6,7,5,11,7,6,3,60,105
FrA,Liam Edwards,Attacking midfielder,24,9,10,8,10,11,7,9,6,4,5,10,5,5,6,8,8,8,9,8,9,9,10,14,9,6,9,10,9,9,9,6,7,11,9,8,6,52,88
,Felix Nolte,Experienced striker,32,8,5,14,15,10,8,9,10,6,8,10,5,3,13,15,10,6,12,6,10,17,13,11,14,9,8,8,9,13,12,5,9,14,12,11,9,83,88
Lst,Dan Jefferies,Centre-back,24,1,2,4,1,6,1,8,1,1,7,6,2,6,5,9,7,10,7,6,6,8,5,9,4,6,7,3,8,12,7,8,16,8,10,10,10,45,65
,Reece Styche,Well-travelled striker,34,3,4,6,8,8,5,11,8,7,4,10,10,3,8,12,8,7,14,7,9,12,6,8,8,4,8,7,8,7,8,10,15,7,8,11,12,59,88
,Rubén Quintanilla,Midfielder,21,7,6,7,6,12,5,7,11,4,12,9,4,9,12,14,5,5,14,3,14,15,6,14,10,6,8,10,12,12,13,8,1,13,9,7,2,75,105
Yth,Theo Flanagan,Young striker,16,4,5,8,12,12,4,12,5,1,2,4,5,1,10,11,8,6,11,5,8,15,11,4,12,3,4,4,5,10,11,5,6,9,9,6,4,60,106
,Logan Sinclair,Young centre-back,16,7,4,5,9,8,5,10,9,3,9,10,4,15,8,7,10,10,8,9,7,8,5,7,5,6,9,8,10,7,9,10,12,12,8,11,7,57,100
FrA,Daniel Leicht,Experienced midfielder,33,7,6,9,11,14,7,7,7,7,9,10,5,14,13,7,11,8,9,9,14,5,12,10,9,8,8,11,6,7,10,8,13,10,10,10,6,81,85
,Glen Taylor,Experienced striker,33,3,3,9,12,8,15,12,11,1,5,11,15,4,10,5,11,9,10,12,10,9,9,13,11,6,10,5,11,9,8,10,13,9,9,12,12,82,90
,Dani Martínez,Young centre-back,19,8,12,7,4,12,4,12,8,6,11,12,4,16,13,12,11,10,14,9,7,11,7,1,9,10,10,12,11,9,11,11,12,15,10,9,7,75,93
FrA,Sebastián Echavarria,Centre-back,22,5,4,1,4,5,3,12,5,4,11,9,4,11,6,5,12,10,9,10,10,16,5,7,8,15,8,5,9,12,13,9,10,13,12,6,8,85,105
,Chima Eze,Young striker,20,6,6,7,8,13,5,8,9,1,6,7,3,2,8,10,5,7,7,8,13,4,13,5,10,7,7,8,12,12,9,4,8,14,11,9,3,55,75
,Alex McCaw,Winger,21,6,9,4,9,9,7,8,9,1,8,12,8,7,14,9,12,8,10,9,10,11,11,5,10,8,15,7,10,10,9,9,9,6,8,10,5,55,70
,Jack Hunter,Defensive midfielder,25,2,4,9,4,11,2,8,4,3,10,10,3,12,10,13,11,12,9,10,9,13,8,11,11,10,11,9,11,10,9,11,9,13,9,12,11,70,90
Wnt,Kai Watson,Young full-back,17,6,9,2,5,7,4,8,5,6,8,8,3,10,7,5,4,8,5,8,13,9,5,1,3,7,6,8,8,11,8,7,11,12,9,10,7,55,85
,Jamie Veale,Midfielder,25,4,1,3,8,7,5,9,6,1,12,7,2,10,8,11,10,11,7,10,10,13,5,10,8,6,11,6,9,9,13,7,10,14,12,7,11,50,70
Wnt,Alec Mudimu,Midfielder,28,4,7,9,7,11,5,10,7,6,11,9,5,10,11,8,9,7,9,9,9,9,11,7,11,9,12,10,12,10,13,9,11,12,12,13,12,75,85
,Matt Warburton,Attacking midfielder,31,10,9,10,12,10,11,7,11,4,6,11,12,6,11,9,10,7,10,10,9,12,11,7,11,6,12,11,9,11,10,10,7,9,10,9,7,80,95
,Sam Tattum,Full-back,26,7,9,8,3,8,5,8,6,13,12,7,3,13,8,9,12,9,12,10,10,10,5,13,9,12,11,11,12,11,11,11,12,9,11,13,10,83,83
,Daniel Sancho,Striker,21,6,3,11,13,11,6,13,7,3,5,7,7,1,11,15,11,7,11,6,10,8,11,3,9,5,6,4,7,13,11,3,13,14,13,9,9,75,109
,Chanse Headman,Young centre-back,18,4,1,1,5,8,1,8,4,6,12,8,7,10,7,8,9,9,8,9,7,11,3,10,5,8,8,9,12,10,7,9,12,11,10,11,7,51,74
,Ross Matthews,Midfielder,27,4,7,12,7,12,9,7,11,1,9,14,6,13,12,8,8,11,12,10,12,8,5,17,13,16,12,12,15,10,9,14,8,17,11,12,7,87,100
,Alex Penny,Full-back,26,6,6,8,5,10,6,12,4,8,12,7,3,12,9,10,9,10,8,6,6,12,7,7,10,12,12,9,12,12,10,11,11,12,12,12,12,73,92
,Callum Yeats,Full-back,21,7,12,8,8,10,2,6,7,8,9,7,5,7,9,11,8,10,6,7,7,13,7,2,8,6,7,7,15,11,9,7,7,9,11,14,7,62,88
,Javier Carbonell,Striker,26,6,2,13,13,10,5,13,7,1,6,6,4,4,6,6,12,8,6,6,11,11,6,13,13,4,6,6,7,13,13,7,10,17,13,12,6,75,86
,Shane Elworthy,Full-back,25,8,11,12,7,11,5,10,6,7,9,10,5,9,10,11,9,10,10,7,8,11,10,11,11,10,11,11,13,12,12,12,8,14,12,12,9,81,82
,Henry Seeger,Winger,26,6,10,8,5,13,6,2,8,5,6,7,4,8,11,13,9,4,5,7,12,11,11,7,9,5,7,8,12,13,13,7,8,13,13,13,4,80,86
,Adam Boayar,Promising attacking midfielder,17,8,7,9,13,14,8,8,5,1,8,13,6,8,12,5,10,6,10,6,8,6,15,10,6,9,9,14,10,14,14,9,6,15,14,9,6,90,115
,Ryheem Sheckleford,Full-back,26,7,11,10,4,9,6,9,3,7,9,9,3,10,9,11,10,7,10,7,9,6,7,8,9,10,14,7,15,14,11,9,9,8,14,12,9,80,96
,Christoph Szili,Centre-back,22,4,3,1,1,8,3,9,2,4,13,7,6,11,3,9,7,9,7,7,13,1,5,8,6,13,6,3,8,11,7,7,15,14,7,5,7,80,101
,Miguel Muñoz,Centre-back,26,3,4,8,5,10,3,11,5,3,11,8,4,11,12,10,10,9,11,11,12,11,6,8,7,12,11,9,12,11,10,9,12,12,12,12,10,87,95
,Miłosz Ochmański,Young centre-back,17,4,10,1,1,5,1,7,2,3,10,6,1,8,5,12,9,8,6,6,13,10,5,6,5,9,5,5,6,13,13,6,5,10,13,4,6,60,90
,Adam Frizzell,Midfielder,25,9,11,11,11,10,8,7,11,4,9,12,10,9,14,6,9,10,12,10,10,8,12,10,13,10,12,12,12,11,11,12,5,11,11,9,8,95,110
,Milo Yosef,Winger,24,7,8,12,10,9,12,8,11,7,5,12,4,6,12,14,10,7,11,7,9,5,11,5,10,9,10,11,15,12,10,8,14,11,12,13,11,87,100
,Mariano Aké,Winger,21,8,11,13,7,12,6,5,7,3,4,10,4,7,13,14,4,4,8,7,8,5,13,12,11,6,7,7,12,13,13,5,6,11,13,7,4,75,98
,Ross Clark,Young midfielder,17,1,4,3,3,12,4,2,5,4,9,12,2,5,10,12,3,5,9,3,11,10,7,3,6,5,6,7,11,12,12,5,1,12,12,7,1,50,96
,Sebastian Gleißner,Defensive midfielder,28,4,7,2,8,13,6,7,8,3,11,7,4,10,11,6,11,8,9,9,14,8,5,9,5,13,8,7,13,14,14,9,11,17,14,14,6,82,92
,Josh Robertson,Young attacking midfielder,17,9,9,11,9,12,8,6,9,3,6,11,6,7,10,5,11,8,12,6,11,6,7,11,6,7,8,10,8,9,13,9,13,12,9,10,7,69,103
,Dieguito,Winger,25,7,11,12,10,7,6,3,4,6,6,10,5,3,12,5,6,7,8,3,13,14,12,10,9,6,7,6,8,13,13,7,8,9,13,13,4,82,100
,Seb Ross,Attacking midfielder,23,7,8,9,8,9,10,4,8,4,7,11,5,5,12,3,9,4,9,9,10,11,13,4,12,8,4,10,9,10,8,8,7,11,10,12,7,64,84
,Oliver Shannon,Defensive midfielder,27,9,8,7,6,7,9,7,11,9,9,10,2,11,9,16,9,16,9,10,9,10,6,11,7,9,12,7,13,9,9,8,8,12,9,10,8,77,92
,Rob Evans,Defensive midfielder,28,6,7,9,9,8,9,8,9,6,9,12,6,10,10,11,7,11,8,7,8,10,11,12,8,9,10,10,12,11,8,8,8,12,10,11,9,59,88
,Winzent Suchanek,Young full-back,19,7,13,12,9,11,7,7,5,7,8,11,1,12,10,7,12,8,8,7,7,11,11,5,10,7,8,8,9,9,15,7,5,17,14,8,7,80,114
,Ayoub Hammami,Young centre-back,19,4,3,1,5,4,2,8,3,3,13,7,5,12,1,10,9,9,7,11,12,12,5,9,6,13,6,4,7,13,12,7,7,16,9,4,6,75,91
,Jay Tinsdale,Young winger,18,7,9,9,7,9,7,7,5,5,6,9,6,7,9,8,8,8,9,5,8,8,5,9,9,6,9,9,13,10,11,7,6,9,10,13,3,55,86
Wnt,Luke Softley,Young centre-back,18,5,1,1,1,6,1,7,1,2,13,6,1,13,5,7,9,8,2,6,13,4,6,11,5,8,5,1,6,7,9,6,10,14,8,6,7,60,91
,Gorka Gastesi,Young full-back,20,5,12,4,3,10,3,8,6,8,10,9,1,12,9,6,13,10,7,8,11,11,5,12,6,11,9,7,9,10,13,9,11,12,14,7,8,75,81
,Callum Howe,Centre-back,29,3,2,5,7,9,3,12,2,5,9,9,4,12,6,12,10,13,11,10,11,9,7,14,8,9,11,8,14,8,11,12,13,12,8,11,13,80,95
Yth,Callum Osmand,Young striker,17,4,6,11,7,10,5,4,6,1,3,7,1,4,9,5,4,2,13,5,7,13,9,11,9,5,12,7,11,13,12,11,8,12,13,6,4,55,111
,Gabriel Gallus,Veteran attacking midfielder,34,9,10,13,8,14,13,6,10,2,3,13,6,6,13,6,10,11,9,8,6,5,15,7,14,8,7,11,5,11,16,9,8,11,13,10,6,82,94
,Ussama,Midfielder,21,7,7,8,8,14,5,7,11,6,12,11,2,9,14,11,9,6,5,8,7,4,5,8,5,8,8,14,12,8,11,8,5,12,10,9,7,75,105
,Rafa Muñoz,Full-back,29,5,9,7,6,9,5,10,6,5,10,12,7,10,9,11,11,10,9,8,11,10,6,12,10,12,15,11,9,10,10,12,11,12,11,11,11,80,96
,Matt Robinson,Midfielder,29,7,8,9,10,11,8,9,9,5,8,10,7,9,12,9,11,11,10,10,12,8,8,12,9,10,13,11,13,10,10,11,11,13,10,14,12,84,88
,Jordan Keane,Midfielder,29,5,8,8,5,10,5,11,8,7,10,8,5,10,9,12,9,12,10,9,9,12,8,11,9,9,13,8,9,9,10,11,12,12,8,11,12,73,90
FrA,Billy Ions,Winger,29,7,9,11,10,9,8,10,12,7,5,9,12,6,10,7,9,13,9,10,8,12,10,12,13,6,11,8,15,12,11,13,10,16,13,13,12,97,108
,Luke Browne,Young centre-back,17,1,4,1,1,3,1,7,1,2,14,7,1,12,6,10,8,7,5,10,14,10,5,4,6,6,6,4,7,6,10,7,8,15,11,5,9,56,90
,Enric Bernat,Midfielder,25,9,11,11,6,9,9,8,11,7,11,10,3,10,9,10,9,8,11,6,8,18,5,13,11,11,10,10,10,11,10,10,12,13,11,12,13,82,100
,José Más,Full-back,25,5,9,7,3,7,2,12,7,4,12,10,4,13,7,12,7,15,9,9,11,10,8,10,6,9,8,8,9,10,11,9,13,12,11,7,9,90,110
,Joey Jones,Defensive midfielder,29,6,5,8,5,8,3,11,9,4,11,9,3,11,8,8,7,10,8,4,8,10,5,9,8,10,9,7,12,8,9,10,14,13,9,9,12,67,85
FrA,Stefan Müller,Experienced attacking midfielder,33,6,7,7,11,13,7,7,6,3,8,14,3,5,13,12,9,8,9,9,9,11,12,8,10,9,8,12,9,12,12,8,9,11,10,7,6,80,95
,Michel Ludwig,Young midfielder,18,8,9,12,9,16,9,9,10,7,8,12,9,7,13,15,9,9,7,11,14,8,12,3,11,8,15,14,11,11,10,10,8,13,6,6,6,85,102
,Georgie Gent,Young winger,19,12,12,11,7,9,12,6,9,3,7,9,11,7,9,10,7,7,8,7,8,9,10,5,10,9,10,10,10,14,10,10,8,12,13,10,8,85,122
,Gozie Ugwu,Striker,30,8,8,13,13,11,9,13,10,8,4,5,14,4,9,12,10,12,11,10,9,7,13,8,10,7,10,9,11,11,10,13,13,12,10,13,10,85,110
,Sebastian Spinrath,Centre-back,31,9,10,10,7,10,9,11,8,2,9,11,9,11,13,7,8,8,9,9,9,10,5,11,10,10,11,12,8,12,11,10,14,12,12,11,9,83,100
,Basil Tuma,Young striker,18,5,7,10,10,6,2,7,4,4,5,11,2,3,6,10,5,7,5,5,2,4,10,7,9,5,6,7,10,17,12,12,6,11,16,10,2,75,125
Yth,TJ Carroll,Young midfielder,16,5,3,6,7,11,5,7,8,4,7,6,4,9,8,6,7,4,7,7,14,5,5,5,7,10,7,8,11,14,14,7,6,14,14,6,3,60,82
,Michael Rudolph,Veteran midfielder,37,7,5,9,8,15,2,5,11,8,10,12,4,9,11,7,9,9,8,10,15,10,9,11,10,9,9,10,14,8,9,9,8,11,8,9,6,83,94
,Liam Harvey,Young striker,18,5,4,7,10,13,5,10,6,1,2,6,4,4,8,9,11,4,6,6,10,11,8,7,11,5,14,1,14,12,8,6,12,18,12,13,13,65,112
,Sean McGinty,Centre-back,29,5,7,7,6,9,5,15,7,13,10,6,6,10,5,11,10,13,7,8,9,14,3,13,4,11,13,8,13,10,7,13,15,11,9,13,13,82,89
Yth,Zack Henry,Young striker,16,6,8,9,14,8,6,8,7,3,2,8,5,3,7,8,7,3,10,3,9,14,12,6,9,5,7,8,12,10,13,14,7,12,13,7,4,60,90
,Alejandro Vergaz,Young centre-back,17,7,2,1,3,8,4,13,3,5,9,7,1,8,6,11,10,9,5,7,14,6,5,10,6,11,7,6,8,9,11,8,8,11,13,7,9,75,105
Yth,Kai-Reece Adams-Collman,Young midfielder,16,5,9,7,4,8,7,7,8,1,7,12,2,13,9,11,7,7,4,7,11,12,5,10,5,5,14,6,13,10,13,8,10,9,10,8,5,60,93
Wnt,Ben Radcliffe,Defensive midfielder,19,6,7,8,9,8,8,14,7,1,9,8,5,9,11,11,8,13,11,9,9,9,7,8,7,9,12,8,14,11,9,8,14,13,12,14,13,92,108
Wnt,John Clarke,Young full-back,19,6,9,8,5,10,11,10,6,11,8,9,5,9,8,13,8,12,8,7,6,10,5,8,10,10,12,7,15,15,11,10,10,14,12,14,10,87,110
,Sahil Bashir,Young winger,17,2,6,12,7,12,4,4,10,4,2,10,6,5,11,11,6,6,8,3,6,12,12,9,7,4,6,6,11,12,10,5,9,13,11,8,5,60,127
Yth,Sebastian Williams,Young midfielder,16,5,4,8,8,10,6,6,8,4,6,12,5,6,10,11,5,7,7,6,13,13,9,11,10,6,13,14,8,12,14,7,7,13,13,5,3,60,99
Yth,Yussif Moro Owusu,Young midfielder,17,5,3,3,5,12,6,6,8,3,8,12,3,14,7,15,7,5,6,7,13,15,5,11,6,10,13,4,11,8,8,7,2,15,8,6,1,50,97
Loa,Adebayo Fapetu,Young midfielder,18,9,6,8,7,9,8,9,8,2,8,9,7,10,9,13,8,14,7,9,8,14,8,7,7,9,13,8,12,9,10,8,10,15,11,15,14,76,119
Yth,Caleb Redhead,Young striker,16,7,5,9,11,15,6,9,5,7,4,14,5,7,13,5,5,7,7,7,11,14,11,6,9,3,13,9,9,12,9,6,11,12,10,6,8,63,109
Yth,Jaydon Fuller,Young striker,17,4,9,13,13,10,5,11,6,2,2,13,3,5,13,8,6,7,5,2,7,13,13,11,10,4,5,6,7,9,10,2,8,13,10,10,5,56,112
Yth,Charlie Tasker,Young centre-back,17,7,10,8,1,9,7,10,7,3,8,9,5,12,9,12,6,9,8,9,7,4,5,7,8,15,8,9,9,6,10,9,14,6,8,5,6,58,101
Yth,Harry Lee,Young full-back,17,4,11,5,4,7,3,6,5,2,7,7,1,13,7,7,6,8,6,5,11,2,7,8,5,6,6,6,6,13,12,6,5,14,13,11,5,57,111
Yth,Laolu Omobolaji,Young winger,15,4,7,12,9,12,6,6,9,1,5,10,5,2,11,5,6,5,8,4,5,12,10,2,10,6,8,8,12,13,10,4,5,13,10,8,3,55,83
Yth,Zane Albarus,Young midfielder,17,6,6,7,7,14,6,6,8,1,5,8,4,11,12,5,6,7,7,8,14,16,5,2,5,9,7,9,11,8,10,7,4,13,13,7,4,60,93
,Álvaro Expósito,Defensive midfielder,21,4,3,4,6,11,2,5,5,1,7,8,4,13,8,15,8,7,7,7,13,7,5,1,6,8,7,8,12,13,9,6,3,14,13,9,5,62,85
,Pau Mascaró,Young striker,18,3,3,14,13,9,7,14,6,1,7,8,11,2,10,5,6,6,14,5,5,13,9,11,14,4,7,8,8,13,7,8,7,6,9,5,6,75,82
Wnt,Alejo Tangredi,Young striker,18,6,4,13,7,12,6,11,5,2,4,6,7,6,8,5,9,4,12,7,13,15,8,10,13,6,6,7,7,13,13,7,6,14,13,9,9,85,119
FrA,Carlos De Dios,Winger,30,6,9,9,8,13,6,1,8,6,6,9,6,7,10,8,10,8,9,6,11,11,15,11,12,6,7,6,10,13,10,7,8,15,12,5,7,75,80
,Jamie Grimes,Experienced centre-back,32,4,3,5,4,8,3,15,3,7,12,9,6,13,9,12,10,13,10,10,11,9,2,14,3,13,12,5,13,8,8,9,14,11,9,12,14,92,92
,Lete,Winger,24,3,5,9,10,9,5,4,7,2,3,8,3,6,10,13,11,3,7,7,13,4,13,12,9,6,7,5,10,13,9,7,14,18,12,13,8,76,100
Yth,Teodor Minchev,Young centre-back,16,5,3,3,5,7,5,7,6,2,12,7,3,13,5,5,11,8,7,6,14,3,5,3,1,9,6,1,7,6,11,4,5,8,9,4,7,54,84
,Markus Pöllner,Midfielder,25,6,6,7,7,12,6,5,8,3,7,8,5,13,7,11,6,8,8,8,13,14,5,8,8,10,8,8,11,13,13,8,7,17,13,13,6,83,112
,Wal Fall,Defensive midfielder,30,5,7,8,9,9,5,13,10,3,12,11,8,12,8,16,9,11,12,12,9,10,5,9,13,12,11,8,16,11,11,8,15,13,12,13,12,96,99
,Gerard Vergé,Attacking midfielder,25,3,7,11,8,11,4,7,9,3,7,11,4,4,7,9,7,8,8,8,14,15,6,10,11,8,8,10,13,14,14,8,2,11,14,8,3,86,103
,Keanu Brandt,Young midfielder,19,12,8,14,9,13,12,7,10,5,4,8,12,10,10,15,10,8,12,4,7,11,9,1,10,11,13,8,13,11,6,14,8,13,12,12,8,80,111
,Paddy McLaughlin,Experienced midfielder,32,9,9,9,8,9,9,5,8,3,9,10,10,8,9,9,8,10,11,12,10,13,6,13,10,7,15,7,16,9,10,10,8,16,9,11,10,70,82
,Kayne McLaggon,Experienced striker,32,2,6,9,12,11,7,7,8,1,3,8,11,4,11,7,10,10,12,3,8,8,10,5,10,8,8,6,7,10,12,11,8,11,12,6,11,57,64
,Sergio Carrasco,Defensive midfielder,24,11,8,11,7,10,13,7,11,7,9,12,7,10,13,12,13,9,14,8,12,17,13,6,11,9,10,13,12,11,11,8,6,11,11,12,8,85,106
FrA,Álex Machado,Centre-back,24,3,6,6,4,9,6,7,8,6,11,9,1,13,7,5,10,9,8,5,14,10,5,5,7,14,7,8,9,11,13,8,7,14,14,8,14,84,91
,Ally Reynolds,Defensive midfielder,26,9,8,5,7,13,9,8,10,2,10,12,7,15,11,15,9,9,11,8,11,5,6,5,10,15,14,8,14,11,11,10,11,12,10,10,9,100,100
Yth,Ollie Gofford,Young midfielder,17,2,4,5,4,10,6,8,8,1,9,7,3,14,5,15,4,5,4,8,14,3,5,9,5,9,13,8,8,7,8,7,7,15,8,7,7,55,94
,Daniel Bux,Attacking midfielder,23,6,7,7,13,13,6,6,5,6,7,13,6,8,12,7,8,3,8,8,13,12,12,12,8,8,7,13,12,13,13,7,6,14,13,7,5,84,119
FrA,Kevin Vidákovics,Experienced centre-back,32,3,4,2,7,8,5,14,2,4,11,8,6,9,8,13,12,6,5,8,14,17,5,13,7,14,7,7,9,9,12,8,14,9,8,6,6,84,88
,Erion Rexhepi,Young full-back,17,6,12,4,6,7,4,9,8,8,8,9,2,11,10,15,6,10,8,8,15,2,5,8,8,7,10,9,10,9,11,10,7,16,11,13,7,78,94
FrA,Marcel Kroczek,Young midfielder,17,3,6,5,7,13,6,6,8,3,6,14,4,8,12,10,7,2,12,3,9,4,5,4,5,3,8,12,12,12,10,7,14,15,9,7,5,66,106
,Mitchell Robertson,Young centre-back,18,9,10,7,9,11,4,10,9,2,11,10,7,12,9,11,6,9,11,9,6,7,5,10,9,10,9,3,10,11,11,10,10,13,11,11,6,60,128
,Marcos Denia,Young striker,19,4,2,13,13,10,5,13,5,3,6,6,6,3,12,8,9,3,10,7,13,6,12,3,12,7,6,2,7,13,10,7,7,17,13,6,7,75,129
Loa,Murphy Bennett,Young midfielder,18,3,3,2,5,9,6,7,7,1,9,9,2,13,8,10,10,7,5,5,14,5,5,9,3,7,7,8,11,7,11,5,7,13,10,6,6,50,82
,Jayden Clarke,Winger,22,9,10,12,10,9,5,8,6,4,8,9,7,6,11,9,10,8,10,9,7,9,11,6,12,8,13,9,13,13,11,9,9,14,12,11,10,85,105
,Sam Muir,Young full-back,20,1,4,4,1,6,1,7,5,4,8,7,1,11,5,10,6,8,7,6,13,14,6,13,6,8,13,6,13,13,11,14,9,6,12,8,3,60,63
Yth,Marcell Washington,Young full-back,15,8,9,8,6,10,3,6,3,6,7,7,5,11,9,15,8,8,7,5,8,13,7,7,4,7,10,7,13,15,11,10,2,13,14,7,7,60,124
,Brody Paterson,Full-back,22,7,8,8,4,8,4,7,8,10,10,9,6,9,8,5,7,8,9,9,10,6,10,5,8,8,11,9,12,10,10,11,11,11,10,12,10,66,84
Wnt,Jake Gee,Young attacking midfielder,18,8,4,13,8,8,8,6,8,2,10,8,8,9,9,15,9,8,14,9,7,16,11,11,10,6,15,10,13,12,8,6,10,9,10,8,6,60,103
,Scott McLean,Winger,25,8,11,10,8,10,6,5,8,3,9,10,5,9,10,4,7,6,8,8,9,9,8,3,7,11,11,9,9,11,10,9,7,10,11,12,10,65,75
,Cammy Ballantyne,Full-back,26,6,12,12,6,10,6,7,7,6,12,11,10,12,9,10,8,12,10,10,9,15,7,9,13,6,12,10,12,12,13,11,6,14,13,12,14,95,110
Wnt,Joe Winstanley,Young full-back,18,5,10,7,6,8,3,7,8,8,10,10,6,8,10,5,9,9,8,9,8,8,5,7,6,10,15,8,14,14,10,4,3,13,13,9,3,60,119
Yth,Corey Sears,Young full-back,16,7,8,6,3,9,7,8,7,5,5,9,2,11,9,9,8,9,3,9,11,1,6,10,11,9,14,7,11,12,11,13,3,10,12,10,8,60,119
